G,AG,dist,mass,radius,lum,MG,teff,logg,met
15,3.521,1055.8015,1.571,3.004,1.328,1.361,7114.41,3.6,-0.887
15,0.733,25325.1544,3.649,27.334,2.968,-2.751,6061.028,2.104,-1.205
15,5.521,202.4708,1.314,1.219,0.713,2.947,7839.366,4.367,-0.694
15,1.845,1070.5551,1.287,1.314,0.68,3.007,7407.716,4.284,-0.531
15,1.262,128889.1676,13.375,397.371,4.729,-6.813,4381.29,0.296,0.279
15,1.796,14897.3345,3.899,27.395,2.927,-2.662,5916.509,2.155,-0.645
15,0.343,440714.4245,26.62,745.032,5.374,-8.563,4638.876,0.106,-0.327
15,1.952,5681.9706,2.704,8.221,2.15,-0.724,6903.04,3.055,-0.437
15,5.33,32.3976,0.551,0.484,-0.926,7.117,4845.873,4.781,-1.919
15,2.312,28685.7886,6.914,112.44,3.772,-4.601,4748.317,1.193,-0.311
15,7.048,3724.106,6.514,55.665,3.81,-4.903,6899.352,1.712,-1.006
15,4.159,630.9605,1.438,3.657,1.148,1.841,5815.211,3.405,-1.168
15,1.839,38903.5874,6.513,88.24,3.782,-4.789,5392.204,1.374,-0.419
15,1.863,742.022,1.117,2.136,0.403,3.785,4954.632,3.815,0.265
15,2.016,807.6525,1.085,1.472,0.489,3.447,6269.101,4.132,-0.3
15,0.511,36061.8143,4.569,50.959,3.229,-3.296,5159.301,1.65,-1.952
15,0.486,18874.8378,3.818,14.041,2.588,-1.866,6796.654,2.705,0.118
15,1.454,349.7712,0.728,0.624,-0.434,5.827,5663.241,4.688,-1.764
15,1.481,17618.1328,3.439,20.422,2.949,-2.711,6936.736,2.296,-1.486
15,0.091,1969.1462,1.049,1.677,0.493,3.438,5889.668,3.984,-0.23
15,6.085,99.7293,0.826,1.155,0.327,3.921,6450.199,4.219,-1.498
15,1.827,430.6685,0.858,0.784,-0.113,5.002,6074.887,4.558,-1.203
15,0.641,2701.3996,1.096,1.735,1.021,2.201,7845.564,3.974,-2.197
15,5.904,134.9274,0.865,1.537,0.512,3.445,6218.723,3.994,-1.415
15,1.338,5082.8471,1.114,16.47,1.944,0.131,4330.703,2.084,-0.191
15,3.87,1258.2048,2.016,6.19,1.619,0.631,5859.577,3.122,-0.781
15,3.478,6386.6896,1.535,63.249,3.054,-2.505,4187.694,0.984,-0.702
15,0.862,6723.8895,0.871,12.411,1.923,0,4930.635,2.19,-1.507
15,0.484,166164.653,9.609,393.283,4.653,-6.587,4215.486,0.183,-1.242
15,6.497,19.207,0.56,0.47,-0.911,7.085,4956.936,4.821,-1.939
15,6.322,6440.83,7.688,101.114,4.025,-5.367,5792.886,1.176,-2.271
15,1.662,1843.3596,1.35,2.583,1.071,2.01,6619.204,3.682,-0.848
15,0.03,58736.4814,4.543,54.505,3.448,-3.875,5658.25,1.486,-2.424
15,1.06,25206.1802,3.97,35.379,3.102,-3.068,5754.755,1.917,-1.2
15,2.843,775.0367,1.487,1.305,0.8,2.71,7967.944,4.375,-0.344
15,1.213,246759.4063,23.789,648.33,5.226,-8.174,4566.696,0.159,-0.143
15,3.832,443.5482,1.006,3.634,0.75,2.934,4636.612,3.374,-0.099
15,1.674,7875.624,0.894,30.485,2.449,-1.155,4256.574,1.47,-1.119
15,2.429,6260.852,2.954,16.478,2.44,-1.413,5761.576,2.455,-0.728
15,1.601,2816.4266,1.47,2.684,1.433,1.151,7998.602,3.776,-1.731
15,5.223,6755.9676,6.053,90.848,3.68,-4.371,5008.9,1.223,-1.645
15,3.203,665.9933,1.571,1.422,0.795,2.68,7609.525,4.497,0.033
15,5.434,3206.5669,4.356,42.181,3.074,-2.964,5188.492,1.83,-0.915
15,2.082,874.7698,1.334,1.232,0.594,3.209,7280.356,4.482,-0.358
15,0.392,1562.6706,1.081,0.93,0.461,3.639,7763.562,4.542,-2.594
15,0.318,12015.744,1.508,21.543,2.254,-0.716,4527.339,1.943,-0.495
15,0.344,544.026,0.86,0.739,-0.477,5.978,5075.118,4.723,0.058
15,0.295,8132.9128,1.825,14.836,1.899,0.154,4446.777,2.392,-0.005
15,2.432,1011.9088,1.033,1.475,0.889,2.543,7884.986,4.058,-2.332
15,1.705,557.8212,1.047,1.03,0.041,4.563,5790.868,4.41,0.126
15,2.956,20113.6014,4.137,174.941,3.877,-4.474,4044.405,0.524,-0.609
15,1.271,560.0423,0.807,0.91,-0.122,4.988,5609.017,4.426,-0.527
15,1.204,3530.129,0.891,7.906,1.492,1.057,4820.894,2.633,-1.231
15,0.094,153863.83,11.483,347.914,4.486,-6.03,4070.656,0.393,-0.317
15,6.383,7594.0955,8.568,158.81,4.205,-5.785,5124.614,0.975,-1.45
15,5.478,1847.5771,3.907,30.56,2.656,-1.811,4789.872,2.047,-0.068
15,5.628,11362.2513,9.555,216.743,4.31,-5.905,4662.594,0.711,-1.181
15,2.173,50208.336,8.028,96.011,4.119,-5.677,6275.367,1.402,-1.044
15,1.09,1924.7691,1.666,1.547,0.864,2.488,7589.233,4.497,0.295
15,1.341,118806.9327,12.023,323.26,4.637,-6.715,4608.121,0.477,0.153
15,0.263,138366.9124,9.065,241.675,4.357,-5.968,4535.077,0.595,-1.345
15,1.549,5651.0108,2.249,6.802,2,-0.31,6959.574,3.1,-1.364
15,1.2,546.5238,0.736,0.793,-0.145,5.112,5931.62,4.484,-1.93
15,0.372,318.8327,0.701,0.6,-0.855,7.11,4530.213,4.755,-0.057
15,0.244,6690.2562,2.016,6.238,1.619,0.629,5836.961,3.139,-0.795
15,0.125,24022.9278,1.381,32.556,2.732,-2.028,4849.355,1.591,-2.55
15,1.411,37523.0447,5.548,49.613,3.566,-4.283,6350.442,1.771,-0.76
15,0.468,2411.7458,1.593,1.472,0.818,2.62,7576.758,4.378,0.043
15,4.74,1330.452,1.995,9.596,2.035,-0.36,5982.122,2.759,-1.952
15,1.257,2167.2237,1.57,1.9,1.047,2.064,7613.123,4.037,-0.316
15,3.849,306.0101,0.912,1.577,0.389,3.722,5721.79,4.001,-0.411
15,5.839,3469.3572,5.54,63.922,3.336,-3.54,4900.871,1.532,-0.06
15,5.708,2761.9422,3.899,29.082,3.047,-2.914,6150.17,2.069,-1.8
15,3.229,1915.7939,2.091,4.471,1.72,0.36,7306.017,3.401,-0.349
15,3.14,2456.2654,2.536,6.446,1.878,-0.091,6667.543,3.184,0.283
15,0.54,12174.1386,3.07,8.13,2.229,-0.967,7267.173,3.101,0.173
15,6.774,105.5098,1.232,1.341,0.637,3.11,7152.548,4.259,-0.792
15,1.61,633.1186,1.066,0.96,0.12,4.382,6276.977,4.486,-0.34
15,2.851,9608.9993,0.893,54.501,3.05,-2.764,4499.832,0.953,-2.449
15,0.469,4368.8648,1.951,2.913,1.323,1.329,7205.361,3.789,0.034
15,1.039,7090.9682,1.475,15.158,2.049,-0.292,4797.066,2.234,-0.967
15,0.673,2745.7322,1.389,2.952,1.016,2.134,5995.347,3.636,-0.38
15,2.111,11651.7938,4.464,26.34,2.841,-2.443,5741.032,2.245,-0.176
15,1.756,6037.2449,3.143,13.495,2.145,-0.66,5371.723,2.643,-0.301
15,0.081,45134.2814,4.712,27.823,3.188,-3.354,6820.255,2.244,-0.234
15,0.036,38292.9031,4.646,35.33,3.047,-2.951,5581.22,2.026,-0.025
15,0.019,494.2731,0.752,0.62,-0.662,6.511,4978.676,4.856,-0.215
15,0.038,1333.7479,0.809,0.914,0.179,4.337,6657.513,4.394,-2.285
15,6.03,2236.8708,4.223,41.037,3.009,-2.778,5064.226,1.835,-0.47
15,4.559,1819.2824,2.533,18.235,2.264,-0.859,4949.364,2.302,-0.782
15,0.525,114275.3625,8.851,158.055,4.237,-5.815,5233.548,0.913,-1.144
15,4.202,4595.9051,1.007,51.93,2.965,-2.514,4390.254,1.07,-1.867
15,3.254,1975.6899,2.201,4.38,1.756,0.268,7538.327,3.505,-0.19
15,2.798,3780.3282,1.384,19.847,2.231,-0.686,4654.26,1.953,-0.926
15,2.02,390.2315,0.883,0.786,-0.125,5.023,6024.47,4.572,-1.093
15,5.544,224.6986,0.971,1.674,0.823,2.698,7126.09,3.885,-2.046
15,3.171,19940.1068,6.516,49.719,3.707,-4.67,6880.772,1.84,-0.095
15,5.138,1508.4598,3.096,7.291,2.271,-1.03,7861.522,3.231,0.139
15,0.225,6884.2658,1.962,4.846,1.628,0.586,6655.714,3.323,-0.458
15,0.083,22618.6961,3.748,14.895,2.592,-1.855,6612.793,2.561,-0.181
15,0.188,9919.1026,2.245,5.47,1.937,-0.17,7484.972,3.352,-0.703
15,0.042,2698.0847,0.952,2.096,0.772,2.803,6183.862,3.765,-1.604
15,3.025,609.0206,1.392,1.277,0.654,3.052,7403.072,4.682,-0.241
15,1.621,54251.5062,7.19,68.683,3.965,-5.293,6788.539,1.645,-0.943
15,1.844,1527.3602,1.447,2.308,0.974,2.236,6622.033,3.86,-0.399
15,0.327,13017.0006,2.696,8.122,2.223,-0.899,7244.057,3.018,-0.962
15,0.072,7208.645,2.259,3.83,1.599,0.639,7365.141,3.615,0.054
15,5.423,14770.3996,10.079,233.482,4.431,-6.27,4816.959,0.688,-1.483
15,7.086,110.4161,1.534,1.364,0.796,2.699,7772.067,4.405,-0.145
15,0.225,1183.9121,0.948,1.037,0.107,4.408,5994.365,4.367,-0.313
15,0.79,7239.6366,2.536,6.323,1.878,-0.088,6731.995,3.243,0.161
15,5.77,133.8562,1.024,1.704,0.434,3.597,5646.972,3.965,-0.145
15,4.075,3679.3175,3.866,15.145,2.609,-1.904,6623.139,2.662,-0.065
15,1.681,9447.937,3.583,13.432,2.467,-1.557,6483.703,2.712,-0.028
15,1.251,2101.0163,1.137,2.326,1.039,2.136,6846.95,3.688,-1.711
15,0.526,2776.088,1.42,1.868,0.975,2.257,7361.299,4.035,-0.771
15,4.629,2658.0835,3.328,13.918,2.56,-1.752,6719.066,2.754,-1.151
15,2.046,8433.0003,2.972,26.275,2.589,-1.676,4971.983,2.04,-1.116
15,2.523,4110.2998,2.412,8.28,2.117,-0.592,6751.341,2.9,-1.479
15,0.815,10118.5742,2.711,8.412,2.2,-0.841,7024.991,2.945,-0.935
15,2.106,676.016,0.829,1.129,0.411,3.744,6847.417,4.231,-2.148
15,2.005,1687.5821,1.541,2.168,1.133,1.858,7486.434,3.931,-0.531
15,1.342,14048.2641,3.621,21.709,2.7,-2.08,5828.765,2.308,-0.401
15,0.505,131572.6863,9.423,142.836,4.313,-6.101,5752.835,1.031,-2.051
15,1.773,12746.9876,4.174,14.838,2.761,-2.3,7304.944,2.673,0.19
15,4.878,1953.2488,3.072,9.746,2.393,-1.332,7292.79,2.942,-0.765
15,5.996,193.0305,1.172,2.062,0.846,2.576,6507.938,3.854,-0.634
15,0.347,4491.312,1.8,3.695,1.305,1.391,6331.082,3.501,0.029
15,4.101,118.1539,0.855,0.719,-0.329,5.536,5602.617,4.703,-0.421
15,3.066,841.8643,1.262,3.575,0.974,2.308,5318.301,3.417,-0.728
15,5.168,1432.4919,2.618,7.09,2.261,-0.949,7922.594,3.065,-1.468
15,0.648,54550.1638,5.645,73.376,3.611,-4.332,5358.234,1.425,-1.111
15,1.668,184060.3931,21.404,677.888,5.202,-7.993,4405.763,0.066,0.213
15,5.888,43.2138,0.747,0.614,-0.477,5.934,5564.021,4.815,-1.268
15,0.599,261395.7153,16.892,369.263,4.948,-7.685,5157.414,0.637,-0.307
15,4.736,925.8269,1.921,4.236,1.698,0.432,7413.815,3.5,-0.723
15,5.882,2853.38,4.221,36.758,3.147,-3.159,5795.947,1.909,-2.076
15,0.394,31178.5374,3.97,33.779,3.051,-2.864,5721.031,1.948,-2.49
15,5.564,52.7751,0.782,0.655,-0.437,5.824,5518.39,4.817,-0.876
15,0.387,63988.5949,6.396,65.104,3.619,-4.417,5714.74,1.604,0.1
15,5.357,953.1827,0.909,14.385,2.018,-0.253,4836.586,2.1,-1.627
15,1.85,466.8453,0.894,0.992,-0.05,4.804,5600.083,4.382,-0.076
15,1.509,355.9401,0.795,0.66,-0.403,5.734,5604.146,4.906,-0.916
15,1.832,25868.8455,5,36.08,3.406,-3.896,6789.93,2.02,-0.558
15,0.769,10980.0313,0.971,28.997,2.387,-0.972,4214.292,1.569,-0.855
15,4.576,1047.3952,2.48,3.993,1.726,0.324,7759.525,3.607,0.206
15,0.756,2259.245,1.214,2.269,0.887,2.474,6349.178,3.753,-0.774
15,6.971,571.5647,2.736,6.984,2.166,-0.757,7558.945,3.19,-0.378
15,1.179,28358.5259,4.659,38.538,3.241,-3.442,5975.28,1.93,-0.907
15,6.478,1244.2332,3.874,13.552,2.62,-1.952,7046.779,2.693,0.263
15,5.936,45.1167,0.787,0.762,-0.418,5.792,5169.936,4.549,-0.165
15,4.767,61394.766,27.307,730.531,5.412,-8.708,4787.191,0.093,-0.45
15,6.11,1279.3019,1.604,28.24,2.59,-1.645,4798.058,1.726,-1.514
15,0.931,202.0921,0.528,0.43,-1.072,7.541,4722.863,4.988,-2.51
15,0.797,1326.2131,0.921,1.202,0.461,3.59,6829.843,4.233,-1.575
15,2.14,383.9326,0.995,0.847,-0.101,4.939,5883.972,4.617,-0.149
15,2.269,262.0008,0.859,0.694,-0.362,5.639,5594.134,4.933,-0.222
15,2.598,1634.5147,1.319,2.701,1.362,1.336,7651.546,3.682,-2.41
15,0.398,57503.1534,5.738,43.654,3.522,-4.197,6599.175,1.916,-0.319
15,2.214,956.2088,0.936,1.805,0.743,2.883,6555.494,3.898,-1.784
15,2.339,43720.6782,8.699,203.944,4.19,-5.542,4483.788,0.737,-1.064
15,1.801,1183.6136,1.435,1.752,0.722,2.833,6570.087,4.09,0.078
15,1.643,38848.8362,6.412,69.62,3.697,-4.59,5780.063,1.532,-0.218
15,6.686,151.0139,1.351,1.772,0.913,2.419,7293.179,4.048,-0.897
15,6.81,875.3147,3.217,17.114,2.481,-1.521,5789.208,2.471,-0.532
15,6.429,97.0559,1.142,0.902,0.46,3.636,7877.892,4.584,-2.097
15,0.202,13203.4177,1.631,20.36,2.272,-0.806,4706.622,1.995,-0.507
15,1.624,4654.5639,2.422,5.778,1.834,0.037,6862.808,3.285,-0.001
15,0.922,102053.7538,9.135,124.44,4.24,-5.966,5907.727,1.179,-0.227
15,5.605,1059.9072,0.924,26.06,2.294,-0.732,4211.282,1.608,-0.578
15,1.225,1950.0059,1.552,1.854,0.934,2.324,7220.976,4.088,-0.12
15,0.819,225971.9846,18.263,513.011,5.001,-7.59,4510.627,0.295,-0.788
15,2.482,36740.4501,9.275,254.51,4.216,-5.308,4074.247,0.57,0.119
15,0.671,1093.6346,0.975,0.877,0.263,4.134,7133.166,4.532,-2.417
15,3.621,462.0064,1.316,1.232,0.664,3.056,7581.093,4.373,-0.867
15,2.839,9904.3968,4.826,25.735,2.98,-2.818,6289.81,2.277,-0.094
15,1.435,16395.1877,3.869,37.529,2.911,-2.508,5005.124,1.885,-0.913
15,1.211,1197.7748,0.891,2.405,0.532,3.398,5028.253,3.694,-0.7
15,0.155,1989.1718,1.312,1.457,0.514,3.351,6396.259,4.206,0.14
15,3.004,439.291,1.157,1.058,0.372,3.782,6914.127,4.441,-0.909
15,0.226,151087.159,11.977,370.744,4.531,-6.122,4048.21,0.358,-0.158
15,0.268,1042.0852,0.771,0.909,0.044,4.642,6176.142,4.393,-1.881
15,1.359,936.2244,1.118,1.062,0.375,3.784,6913.412,4.414,-1.083
15,5.118,1136.2704,1.439,17.067,2.105,-0.395,4669.02,2.119,-0.581
15,0.055,907.7004,0.854,0.691,-0.164,5.155,6285.662,4.815,-1.419
15,6.892,3869.0224,6.512,56.92,3.779,-4.83,6699.862,1.711,-0.524
15,0.254,13090.2171,2.699,8.215,2.2,-0.839,7105.415,2.961,-0.909
15,3.494,4051.7446,3.218,11.836,2.47,-1.532,6918.145,2.745,-0.825
15,2.697,22327.3239,6.198,76.839,3.663,-4.441,5395.212,1.435,-0.566
15,3.289,16716.9081,6.567,126.73,3.751,-4.405,4419.377,1.013,-0.758
15,0.14,382.6945,0.653,0.56,-0.829,6.945,4760.317,4.763,-0.547
15,0.377,3456.228,1.683,3.623,1.099,1.93,5677.273,3.506,0.064
15,0.186,111238.4902,7.903,136.53,4.065,-5.417,5101.352,1.052,-0.667
15,5.329,178.0025,0.896,1.392,0.527,3.419,6591.048,4.082,-1.513
15,0.068,23733.977,4.173,43.485,2.785,-1.944,4325.459,1.758,0.262
15,6.222,86.7521,0.956,1.268,0.235,4.087,5836.088,4.197,-0.161
15,2.859,744.7718,1.079,2.474,0.774,2.781,5700.606,3.67,-1.102
15,0.481,1637.0372,1.355,1.354,0.473,3.449,6479.414,4.289,0.221
15,0.634,103328.9644,8.838,190.093,4.214,-5.705,4708.873,0.839,-0.8
15,4.762,14836.09,8.544,181.48,4.19,-5.619,4753.195,0.817,-1.288
15,2.195,43648.7505,7.657,59.563,4.003,-5.395,7452.698,1.748,-0.152
15,2.024,198059.0937,23.702,425.118,5.249,-8.508,5714.069,0.539,0.081
15,0.891,2214.8269,1.441,1.956,0.916,2.382,6955.325,3.984,-0.317
15,0.015,8558.7542,2.217,7.583,1.738,0.323,5668.688,3.065,-0.51
15,0.558,1057.4409,0.894,1.044,0.149,4.321,6122.428,4.337,-0.574
15,6.056,98.4191,0.894,1.244,0.284,3.979,6064.025,4.191,-0.546
15,6.713,239.7241,1.653,3.929,1.314,1.388,6169.524,3.417,-0.401
15,1.131,6146.5323,2.553,8.984,1.896,-0.074,5706.471,2.958,-0.318
15,0.346,25946.8661,3.8,24.86,2.831,-2.416,5874.212,2.224,-0.783
15,5.336,3339.6654,3.066,73.143,3.213,-2.954,4267.903,1.161,-0.453
15,2.925,53774.6924,11.433,248.018,4.551,-6.578,5005.628,0.631,-0.692
15,0.861,900.6208,1.13,0.978,0.12,4.367,6223.255,4.536,0.027
15,2.645,862.7926,1.058,2.305,0.816,2.675,6046.742,3.733,-1.243
15,0.283,3388.3733,1.361,4.05,1.074,2.067,5293.921,3.325,-0.629
15,0.157,10687.5504,2.365,6.893,1.983,-0.301,6850.265,3.145,-0.923
15,4.819,18.4226,0.398,0.339,-1.513,8.854,4129.102,4.984,-2.385
15,0.921,2076.2584,0.975,1.977,0.907,2.493,6881.831,3.789,-2.267
15,1.448,766.0133,1.077,0.943,0.236,4.131,6772.503,4.554,-1.03
15,5.708,9842.7551,8.028,94.805,4.119,-5.673,6315.167,1.377,-1.027
15,4.651,11696.6093,6.655,83.134,3.873,-4.991,5853.437,1.305,-1.617
15,0.167,534.5049,0.841,0.712,-0.543,6.194,4975.379,4.77,0.143
15,0.149,125200.3858,8.575,143.696,4.144,-5.637,5203.292,1.052,0.05
15,4.23,758.0961,1.987,2.796,1.302,1.371,7264.847,3.815,0.23
15,2.684,22570.6985,5.838,63.932,3.646,-4.451,5856.556,1.559,-0.794
15,6.331,26.34,0.598,0.527,-0.72,6.566,5227.68,4.741,-2.158
15,1.444,6217.4038,2.041,9.73,2.05,-0.412,5990.299,2.762,-1.611
15,5.874,13233.7224,11.819,365.269,4.61,-6.482,4267.696,0.406,0.174
15,0.77,2443.1719,1.739,1.615,0.947,2.29,7790.227,4.308,0.209
15,2.06,3244.3247,1.849,6.215,1.729,0.384,6231.545,3.11,-1.619
15,0.486,333474.3667,20.586,595.341,5.176,-8.101,4630.385,0.203,-1.214
15,0.552,2063.839,0.996,1.737,0.742,2.874,6675.683,3.925,-1.453
15,0.078,96764.6226,6.958,100.645,3.876,-5.007,5328.494,1.24,-0.539
15,0.111,4255.837,1.832,2.079,1.168,1.744,7799.533,4.049,0.039
15,2.017,13133.2668,3.499,25.815,2.914,-2.609,6047.317,2.15,-1.239
15,4.127,488.8033,1.077,2.427,0.92,2.427,6258.309,3.672,-1.467
15,2.8,875.2582,1.339,1.652,0.886,2.49,7438.831,4.102,-0.905
15,1.484,531.6933,0.874,0.944,-0.081,4.888,5639.802,4.412,-0.171
15,6.034,50.3515,0.714,0.705,-0.274,5.456,5841.927,4.532,-2.602
15,1.006,4045.6,1.895,5.552,1.5,0.96,5779.512,3.169,-1.066
15,0.753,49240.5704,5.45,34.633,3.542,-4.214,7494.72,2.054,-0.75
15,3.188,43171.8042,10.764,235.692,4.468,-6.364,4896.97,0.737,-1.344
15,6.405,7746.6453,8.58,100.675,4.181,-5.851,6350.944,1.405,-0.209
15,5.182,1067.8433,2.704,7.733,1.972,-0.324,6424.238,3.089,0.188
15,0.534,540.6233,0.765,0.695,-0.433,5.802,5366.792,4.652,-1.042
15,1.445,1101.231,1.003,1.25,0.557,3.346,7076.496,4.228,-1.497
15,0.133,487542.6522,26.414,639.566,5.337,-8.573,4900.692,0.222,-0.232
15,0.315,241.0904,0.544,0.462,-1.118,7.774,4436.033,4.823,-0.941
15,0.719,3231.3479,1.106,5.325,1.214,1.734,5005.58,3.039,-0.896
15,5.291,17018.6906,10.758,218.249,4.46,-6.445,5065.517,0.767,-0.832
15,6.556,165.8611,1.018,2.395,0.962,2.345,6455.487,3.639,-2.035
15,0.968,35166.1837,4.787,49.971,3.361,-3.698,5622.659,1.632,-1.558
15,3.464,511.6562,1.359,1.182,0.695,2.992,7878.947,4.637,-0.904
15,6.098,1147.3068,3.097,9.296,2.425,-1.396,7605.972,3.043,-0.578
15,3.733,307.7745,1.27,1.159,0.328,3.826,6440.415,4.467,0.202
15,1.573,190.6584,0.734,0.615,-0.814,7.026,4583.309,4.74,0.122
15,6.25,372.425,2.181,3.861,1.487,0.895,6877.539,3.616,0.271
15,0.389,26348.5893,3.649,32.786,2.896,-2.493,5310.774,1.926,-1.557
15,1.245,1585.0085,1.016,4.258,0.856,2.754,4554.987,3.164,0.282
15,4.418,5505.3163,4.079,22.623,3.103,-3.122,7203.261,2.309,-0.902
15,1.131,97553.5693,8.965,122.792,4.288,-6.077,6116.677,1.119,-1.078
15,5.771,353.5732,1.61,5.463,1.308,1.486,5214.395,3.122,-0.507
15,3.039,604.2776,0.958,1.712,0.668,3.055,6445.641,3.922,-1.368
15,0.286,12619.1271,0.935,23.877,2.279,-0.791,4363.235,1.696,-1.12
15,3.009,212.5263,0.855,0.72,-0.257,5.354,5832.817,4.743,-0.876
15,5.586,17757.2234,11.957,249.773,4.611,-6.833,5163.304,0.723,-0.44
15,0.461,315.4246,0.64,0.54,-0.861,7.044,4761.902,4.837,-0.587
15,0.047,5198.3306,1.625,2.685,1.328,1.374,7524.011,3.752,-0.696
15,6.5,525.2884,2.227,5.747,1.904,-0.102,7167.769,3.34,-0.604
15,1.237,1028.5274,1.137,0.998,0.419,3.702,7314.102,4.482,-1.435
15,1.879,2674.3182,0.89,8.606,1.53,0.985,4721.692,2.569,-1.03
15,2.347,4540.1606,2.946,9.703,2.109,-0.632,6206.658,2.938,-0.032
15,2.948,15295.5642,5.047,39.452,3.4,-3.871,6472.398,1.957,-0.701
15,4.999,201.8153,1.266,1.58,0.466,3.477,5973.269,4.125,0.301
15,0.357,20974.6285,2.666,36.017,2.734,-1.965,4615.777,1.747,-0.833
15,1.616,2617.9474,1.61,3.918,1.348,1.294,6301.996,3.5,-0.553
15,2.979,1767.8473,2.105,3.772,1.545,0.784,7192.858,3.551,-0.148
15,6.228,286.6603,1.851,2.942,1.262,1.485,6921.548,3.759,-0.049
15,5.332,6364.1374,6.295,94.769,3.661,-4.351,4852.507,1.225,-0.76
15,4.551,198.1067,1.015,1.386,0.281,3.965,5732.637,4.149,0.03
15,5.736,636.7827,2.286,6.28,1.757,0.244,6298.302,3.182,-0.175
15,1.378,8614.8631,3.079,20.015,2.339,-1.054,4931.947,2.307,-0.288
15,0.675,2155.5905,1.053,1.469,0.838,2.657,7674.265,4.13,-1.906
15,4.784,373.2752,1.003,2.745,0.959,2.356,6017.893,3.557,-2.053
15,4.177,15730.5907,7.237,69.501,3.905,-5.16,6519.333,1.582,-0.064
15,1.463,10235.9914,2.915,15.489,2.478,-1.514,6074.189,2.504,-1.17
15,5.482,1775.4337,2.966,27.931,2.615,-1.728,4895.031,2.001,-1.04
15,0.91,2256.3866,1.251,2.148,0.948,2.322,6760.346,3.854,-0.661
15,0.966,1140.4181,0.888,0.999,0.417,3.748,7302.869,4.298,-2.593
15,0.841,1941.2471,1.104,1.343,0.818,2.719,7932.847,4.234,-1.838
15,1.868,14257.1888,0.927,52.847,3.016,-2.638,4481.161,0.986,-2.093
15,0.289,699.6369,0.86,0.719,-0.31,5.487,5663.549,4.69,-0.431
15,3.572,470.7743,1.345,1.198,0.663,3.064,7682.391,4.515,-0.601
15,2.399,81455.1268,13.02,304.142,4.702,-6.953,4930.171,0.571,-1.63
15,2.936,1260.6149,1.344,3.775,1.269,1.561,6134.137,3.308,-1.764
15,3.536,27371.2376,8.504,96.174,4.135,-5.722,6328.065,1.342,-0.152
15,2.831,781.1905,1.327,1.562,0.796,2.705,7261.473,4.146,-0.485
15,0.05,24851.6366,3.915,18.684,2.662,-2.027,6148.365,2.51,-0.207
15,0.118,230.7158,0.489,0.385,-1.232,8.067,4556.514,4.936,-1.414
15,1.322,99812.485,11.582,299.749,4.518,-6.318,4469.112,0.5,-0.684
15,1.132,1327.2199,1.111,1.071,0.606,3.253,7860.88,4.397,-1.766
15,4.102,2874.3778,2.838,14.95,2.43,-1.395,6014.22,2.537,-1.209
15,1.692,844.8713,1.179,1.024,0.42,3.674,7226.176,4.639,-0.961
15,3.191,12834.9023,6.342,101.465,3.509,-3.733,4295.788,1.209,0.286
15,3.896,227.4873,0.912,0.952,0.164,4.32,6465.094,4.416,-1.292
15,1.866,971.0061,1.03,1.427,0.608,3.198,6821.075,4.116,-1.216
15,0.396,19688.3144,3.855,15.285,2.588,-1.867,6515.864,2.591,0.082
15,2.718,3589.7468,2.453,6.493,2.064,-0.494,7390.315,3.145,-0.939
15,1.32,44261.2991,5.978,63.357,3.673,-4.55,5974.529,1.617,-0.506
15,0.592,133905.1672,9.389,129.246,4.339,-6.226,6138.922,1.233,-0.725
15,1.101,32024.9302,5.813,71.144,3.382,-3.629,4769.024,1.463,0.198
15,3.81,4073.9863,3.474,13.731,2.606,-1.86,6943.149,2.611,-1.045
15,2.08,5478.7545,2.237,12.443,2.193,-0.774,5750.972,2.578,-1.303
15,4.087,1271.1861,1.869,4.423,1.717,0.392,7336.03,3.504,-1.283
15,1.631,12435.5837,0.88,45.737,2.822,-2.105,4308.88,1.113,-1.542
15,2.647,52702.2263,10.003,156.723,4.38,-6.256,5706.02,0.943,-0.482
15,4.445,317.7869,0.913,1.577,0.681,3.044,6767.547,4.001,-1.988
15,1.871,9985.6912,3.474,14.327,2.606,-1.868,6797.069,2.665,-0.968
15,2.694,1395.993,1.279,2.737,1.26,1.582,7166.951,3.648,-2.055
15,4.904,532.8197,1.729,4.706,1.308,1.463,5617.738,3.244,-0.943
15,0.054,5501.5541,1.502,2.821,1.387,1.243,7595.756,3.702,-1.416
15,1.82,6350.2065,2.899,19.274,2.264,-0.834,4814.12,2.309,-0.279
15,5.645,14108.1975,10.104,123.743,4.393,-6.392,6473.504,1.244,-0.027
15,5.759,6134.9264,7.137,116.569,3.829,-4.698,4819.571,1.107,-0.955
15,0.653,9004.176,2.72,6.542,2.014,-0.425,7155.38,3.208,0.169
15,0.819,1121.9256,0.924,1.203,0.306,3.931,6241.975,4.235,-0.639
15,1.626,29893.9515,5.553,44.14,3.446,-4.004,6281.775,1.876,-0.144
15,2.5,3481.8178,2.273,5.074,1.96,-0.209,7878.104,3.36,-0.945
15,3.275,20981.8818,6.475,76.386,3.825,-4.884,5938.74,1.44,-1.46
15,2.074,4076.7805,2.257,5.18,1.919,-0.126,7612.877,3.372,-0.871
15,3.292,320.7723,1.11,1.135,0.19,4.177,6009.59,4.361,0.065
15,0.227,351169.5419,19.044,508.125,5.097,-7.954,4788.667,0.303,-1.091
15,1.142,767.6967,0.826,0.85,0.145,4.432,6769.304,4.443,-2.458
