index par epar mag
1004 5.39 1.46 8.191
1005 34.54 11.74 NA
1006 0.07 0.83 7.598
1007 1.73 0.6 7.219
1008 6.3 0.82 6.63
1009 2.07 1.54 10.073
1010 5.28 0.8 7.134
1011 5.91 0.96 8.146
1012 15.34 0.99 8.064
1013 1.12 0.96 8.342
1014 4.48 2.09 10.782
1015 7.06 1.25 9.655
1016 4.18 0.96 8.607
1017 4.68 1.06 7.317
1018 4.24 0.87 7.629
1019 8.04 1.34 9.368
1020 3.81 1.97 10.958
1021 15.9 1.78 9.963
1022 2.37 0.83 7.544
1023 4.23 1.08 9.571
1024 2.79 1.21 8.348
1025 18.06 0.76 6.668
1026 4.71 1.17 8.764
1027 6.35 1.36 8.862
1028 5.72 1.59 9.874
1029 1.21 0.8 6.689
1030 49.18 0.78 7.308
1031 1.97 1.24 8.681
1032 2.47 0.94 7.584
1033 5.93 1.93 10.659
1034 4.68 1.09 8.877
1035 0.03 1.54 10.676
1036 2.51 1.01 8.526
1037 7.41 1.07 8.234
1038 0.92 0.81 8.005
1039 5.43 1.7 8.723
1040 -4.4 4.78 11.474
1041 2.95 0.75 7.906
1042 8.09 0.76 7.196
1043 27.5 1.94 11.02
1044 5.52 1.48 10.153
1045 6.07 0.95 6.78
1046 5.79 1.76 9.986
1047 5.76 0.84 7.8
1048 4.7 0.84 7.756
1049 1.56 3.02 NA
1050 11.11 1.11 8.803
1051 6.4 1.12 7.685
1052 9.18 0.94 9.059
1053 3.85 1.46 9.117
1054 24.96 2.95 10.654
1055 7.17 0.78 6.638
1056 -0.86 1.15 8.268
1057 14.72 0.86 7.608
1058 2.43 2.22 10.117
1059 5.84 3.9 10.558
1060 3.67 0.99 8.496
1061 1.79 1.13 8.166
1062 8.55 0.63 6.65
1063 5.06 1.33 9.311
1064 5.66 0.98 7.678
1065 3.38 0.91 7.381
1066 9.79 0.81 2.803
1067 37.3 6.34 NA
1068 5.17 0.92 7.572
1069 4.39 1.1 8.958
1070 11.12 1.08 8.017
1071 10.64 0.9 7.508
1072 10.64 0.91 7.748
1073 4 0.49 5.986
1074 3.6 0.78 7.317
1075 8.08 1.15 6.344
1076 0.12 1.55 10.285
1077 28.3 1.48 10.003
1078 3.88 1.27 8.824
1079 1.8 1.42 10.869
1080 2.49 0.99 8.537
1081 1.92 5.38 NA
1082 36.74 2.54 NA
1083 4.32 0.97 8.956
1084 30 1.25 9.156
1085 28.57 0.74 5.752
1086 1.79 1.52 9.732
1087 4.09 1.12 8.571
1088 4.67 0.89 8.202
1089 7.03 0.89 7.978
1090 2.87 1.09 9.33
1091 51.12 3.31 11.365
1092 4.88 0.76 7.391
1093 11.12 2.34 10.881
1094 5.97 3.04 8.914
1095 3.22 0.83 6.128
1096 4.25 1.45 9.104
1097 7.52 1.27 8.21
1098 4.23 0.8 6.304
1099 4.06 1.13 8.635
1100 9.78 0.91 6.988
1101 6.48 0.94 7
1102 13.08 0.96 7.44
1103 1.46 1.01 8.715
1104 9.34 0.82 8.143
1105 2.5 1.15 8.691
1106 2.79 0.81 6.926
1107 8.59 1.2 9.011
1108 1.55 1.24 9.205
1109 1.4 1.24 9.766
1110 1.09 1.07 9.214
1111 6.24 1.95 9.143
1112 22.86 0.87 8.819
1113 14.45 0.76 7.211
1114 3.24 1.03 7.352
1115 10.74 1.17 9.01
1116 -0.03 1.25 8.899
1117 3.11 0.74 7.035
1118 24.14 1.58 9.505
1119 4.28 0.9 7.517
1120 6.69 1.23 9.238
1121 0.45 1 8.81
1122 11.13 0.73 6.222
1123 3.49 0.6 7.392
1124 5.52 1.05 8.407
1125 3.2 1.34 8.609
1126 2.4 0.59 7.124
1127 7.21 3.21 10.206
1128 23.68 1.19 8.455
1129 2.66 1.35 9.329
1130 1.26 0.84 8.509
1131 3.42 0.8 7.814
1132 9.36 0.88 7.05
1133 21.66 1.17 7.378
1134 3.59 1.14 8.709
1135 5.7 1.83 10.327
1136 13.44 0.89 8.13
1137 0.69 1.08 7.973
1138 4.17 0.83 7.828
1139 21.62 0.68 6.714
1140 3 1.02 8.104
1141 4.1 0.77 8.241
1142 4.39 1.04 7.845
1143 20.23 1.2 7.487
1144 2.39 2.31 10.322
1145 2.53 0.62 6.844
1146 18.19 0.9 6.947
1147 22.51 1.49 8.579
1148 1.72 1.27 9.004
1149 11.19 1.5 9.498
1150 2.65 0.65 7.82
1151 7.15 1.41 8.221
1152 3.74 0.97 7.343
1153 7.55 1.12 9.021
1154 3.32 1.05 8.234
1155 10.93 0.98 8.284
1156 2.65 0.95 8.313
1157 5.21 0.79 5.339
1158 2.69 1.46 10.198
1159 0.5 1.48 9.589
1160 12.17 0.82 7.012
1161 0.1 1.27 9.277
1162 4.21 1.4 8.955
1163 4.48 0.83 6.815
1164 1.39 1.44 8.941
1165 8.31 1.44 9.558
1166 1.62 1.56 8.322
1167 10.01 0.77 4.985
1168 11.81 0.82 7.081
1169 -0.43 1.1 8.844
1170 6.62 0.82 4.648
1171 2.74 1.19 8.987
1172 13.85 1.37 9.256
1173 12.12 1.4 9.168
1174 0.97 1.17 8.819
1175 7.76 0.78 6.746
1176 3.02 1.4 8.097
1177 3.37 0.99 8.096
1178 0.11 1.09 8.791
1179 1.29 0.82 8.398
1180 3.93 0.77 7.269
1181 4.81 3.12 NA
1182 6.24 2.05 10.193
1183 8.41 0.87 8.544
1184 11.33 0.89 6.846
1185 2.62 3.11 10.23
1186 13.96 1.97 10.1
1187 7.09 1.01 8.687
1188 4.97 1.66 8.175
1189 6.81 2.18 8.083
1190 9.4 0.78 5.75
1191 4.57 0.91 6.838
1192 9.18 0.71 6.246
1193 4.35 1.08 7.259
1194 4.41 0.87 6.323
1195 12.47 1.28 6.053
1196 15.91 3.9 7.581
1197 0.76 1.12 8.262
1198 6.97 1.11 8.481
1199 0.78 0.82 8.408
1200 8.05 1.45 9.016
1201 1.79 0.85 7.806
1202 9.36 1.24 9.149
1203 1.8 1 7.643
1204 4.47 1.42 9.862
1205 22.9 0.93 8.658
1206 6.25 0.88 7.452
1207 2.47 0.72 6.516
1208 2.02 0.91 8.618
1209 4.9 1.41 9.072
1210 10.99 0.83 8.017
1211 1.88 1.28 9.29
1212 2.73 1.49 10.003
1213 5.97 1.17 9.037
1214 7.92 0.82 6.346
1215 3.42 1.12 8.236
1216 3.54 0.92 8.898
1217 4.95 1.03 8.502
1218 6.57 1.23 8.757
1219 1.26 1.25 8.853
1220 8.77 2.31 9.2
1221 2.16 1.67 10.671
1222 6 1.26 9.418
1223 12.24 2.14 10.714
1224 5.94 1.63 7.594
1225 4.87 8.6 9.76
1226 0.79 2.06 NA
1227 5.26 1.11 8.727
1228 0.3 0.97 8.471
1229 9.22 1.18 7.87
1230 7.89 1.03 7.715
1231 1.95 1.38 9.775
1232 4.05 0.76 6.753
1233 10.91 0.81 7.389
1234 3.79 0.94 9.215
1235 2.13 2.65 8.014
1236 5.97 1.01 8.543
1237 3.77 1.17 8.88
1238 3.66 1.24 9.525
1239 14.39 2.84 10.904
1240 1.67 1.22 9.105
1241 191.86 17.24 11.817
1242 5.43 0.88 7.775
1243 2.84 1.77 9.183
1244 4.09 1 8.046
1245 2.43 0.86 9.248
1246 -0.47 0.85 7.608
1247 2.99 2.47 9.385
1248 3.45 0.95 7.11
1249 2.32 0.88 8.907
1250 8.16 1.71 10.088
1251 6.48 1.4 8.953
1252 0.86 1.43 9.606
1253 3.36 1.15 8.586
1254 7.49 0.84 8.276
1255 5.22 1.13 8.626
1256 0.87 0.99 8.268
1257 11.65 0.8 8.609
1258 4.17 0.77 7.895
1259 2.24 1.98 8.862
1260 3.86 1.94 10.437
1261 0.92 1.04 8.644
1262 1.85 1.98 10.817
1263 6.68 1.41 7.542
1264 2.17 1.04 8.429
1265 10.45 1.3 9.098
1266 0.51 1 8.662
1267 5.76 0.67 6.529
1268 4.63 0.54 6.592
1269 1.77 1.26 8.865
1270 1.63 1.45 9.977
1271 7.32 0.94 7.132
1272 3.09 0.95 8.165
1273 13.96 1.25 8.616
1274 19.25 1.67 9.867
1275 2.19 1.41 8.496
1276 5.07 1.11 8.558
1277 41.32 3.89 NA
1278 1.15 0.97 8.255
1279 2.87 1.63 10.491
1280 5.18 1.48 9.324
1281 2.07 1.83 10.41
1282 3.36 0.87 8.381
1283 4.43 1.33 9.106
1284 3.18 0.79 9.15
1285 7.44 0.97 7.631
1286 0.02 1.35 9.242
1287 7.64 0.83 5.805
1288 -0.46 1.11 9.074
1289 13.79 1.38 9.401
1290 5.96 1.11 9.066
1291 1.94 0.91 8.706
1292 56.76 0.53 6.672
1293 23.91 1.17 8.946
1294 5.28 0.96 6.382
1295 49.91 21.56 NA
1296 14.92 0.97 9.009
1297 0.86 1.58 9.65
1298 9.32 6.16 9.597
1299 8.67 1.46 9.854
1300 7.65 0.94 9.802
1301 10.75 0.98 6.113
1302 5.09 1.37 8.759
1303 12.54 1.22 8.879
1304 13.71 1.21 7.983
1305 9.45 1.22 9.135
1306 2.94 0.85 8.015
1307 21.82 2.32 NA
1308 5.08 0.61 7.213
1309 1.87 0.82 7.336
1310 5.56 1.31 9.233
1311 5.71 1.22 9.242
1312 5.56 0.73 7.862
1313 4.61 0.9 7.92
1314 1.69 0.93 7.475
1315 4.55 1.49 9.76
1316 5.38 1.18 8.626
1317 7.65 0.85 7.18
1318 7.38 0.92 6.223
1319 9.88 1.16 8.365
1320 11.21 1.18 8.503
1321 44.82 3.44 NA
1322 4.68 1.55 9.817
1323 4.59 1.43 9.731
1324 3.31 1.11 7.226
1325 -0.57 1.1 8.322
1326 1.53 1.48 9.573
1327 3.99 1.14 9.075
1328 8.28 1.13 7.405
1329 5.89 0.85 6.781
1330 5.33 0.85 6.478
1331 1.73 1.42 9.718
1332 7.18 0.87 7.094
1333 23.92 1.54 10.101
1334 10.38 0.96 8.645
1335 11.15 1.3 7.803
1336 3.1 0.92 8.307
1337 NA NA NA
1338 10 0.89 7.492
1339 0.95 0.92 6.725
1340 7.47 1 8.068
1341 9.06 0.56 6.83
1342 2.99 1.1 9.193
1343 7.98 1.59 10.142
1344 7.36 1.32 8.908
1345 5.07 0.8 7.287
1346 30 0.82 8.742
1347 5.03 1.13 8.557
1348 43.45 1.19 6.925
1349 15.06 1.47 8.99
1350 1.42 0.7 6.732
1351 13.42 1.36 9.293
1352 7.17 0.84 7.056
1353 5.08 0.58 5.838
1354 2.69 0.75 7.886
1355 5.29 0.8 7.774
1356 3.2 1.05 7.763
1357 8.04 2.38 8.91
1358 2.13 1.31 8.597
1359 5.55 0.66 7.825
1360 6.89 3.64 9.226
1361 3.92 1.09 9.106
1362 3.5 0.8 7.611
1363 2.51 1.23 8.814
1364 7.32 1.25 8.473
1365 12.88 1.31 4.625
1366 1.8 0.84 7.856
1367 66.71 1.12 9.168
1368 6.52 1.11 8.486
1369 4.97 1.14 9.029
1370 1.88 1.9 10.516
1371 3.42 0.65 5.843
1372 0.76 1.56 10.362
1373 9.21 2.06 10.917
1374 7.35 0.88 8.543
1375 2.54 1.02 8.656
1376 7.02 0.85 7.909
1377 0.44 1.47 9.459
1378 3.91 1.2 8.939
1379 4.36 1.13 8.66
1380 3.27 0.84 7.936
1381 27.32 0.84 8.022
1382 4.15 0.88 8.562
1383 2.47 1.51 9.181
1384 9.83 1.29 9.032
1385 42.65 2.77 NA
1386 0.9 1.24 10.157
1387 12.73 5.66 9.623
1388 23.3 3.17 10.978
1389 9.72 3.09 8.795
1390 1.63 1.09 8.64
1391 8.38 2.39 9.406
1392 11.28 0.79 8.378
1393 15.31 1.35 NA
1394 7.11 1.37 9.444
1395 2.79 1.1 9.307
1396 11.3 1.39 7.887
1397 24.12 2.91 NA
1398 22.54 2.33 NA
1399 10.73 1.1 8.87
1400 0.84 1.12 9.253
1401 20.47 0.89 6.504
1402 20.51 12.73 10.764
1403 3.92 0.79 7.665
1404 10.52 0.72 8.322
1405 -14.53 4.6 NA
1406 21.8 1.97 NA
1407 7.31 0.89 7.896
1408 17.1 1.77 10.525
1409 6.34 1.06 8.39
1410 14.58 1.15 9.177
1411 28.38 2.31 NA
1412 8.06 0.76 7.703
1413 5.32 0.99 9.407
1414 0.57 0.69 6.086
1415 1.49 1.21 9.183
1416 -0.23 1.86 7.999
1417 4.9 1.83 10.382
1418 17 2.22 10.669
1419 12.92 0.73 7.875
1420 9.89 0.98 6.288
1421 4.03 1.16 8.375
1422 3.81 1.55 10.037
1423 5.41 1.02 7.201
1424 6.42 0.66 8
1425 -0.6 1.67 9.459
1426 21.66 0.87 7.259
1427 2.77 0.76 7.717
1428 1.68 0.88 7.141
1429 8.35 1.47 9.623
1430 3.88 1.15 8.695
1431 3.67 1.44 9.385
1432 2.93 1.36 9.49
1433 6.13 0.94 7.488
1434 4.63 0.97 7.558
1435 2.64 1.36 9.479
1436 16.24 1.26 8.881
1437 4.74 3.94 NA
1438 7.14 0.82 6.639
1439 4.72 1.16 8.271
1440 8.19 1.55 8.507
1441 16.75 1.48 10.03
1442 2.58 3.32 11.022
1443 38.24 0.85 6.578
1444 1.67 0.93 7.872
1445 -1.58 10.49 9.891
1446 4.17 4.73 9.167
1447 2.18 0.9 8.301
1448 1.54 1.17 8.285
1449 4.07 0.84 8.635
1450 5.4 1.5 9.398
1451 3.49 1.02 9.776
1452 8.82 1.54 9.723
1453 2.9 1.28 9.455
1454 12.21 0.97 7.229
1455 5.31 0.73 6.958
1456 10.55 1.26 9.38
1457 2.22 1.05 9.159
1458 5.1 1.48 10.268
1459 6.63 1.19 8.206
1460 6.06 0.75 7.585
1461 61.67 2.2 10.999
1462 3.65 0.75 8.497
1463 4.29 1.34 6.693
1464 7.28 0.89 6.174
1465 0 0.77 7.707
1466 6.06 1.2 8.732
1467 4.58 0.95 6.823
1468 14.05 1.13 9.014
1469 4.52 0.97 7.317
1470 4.46 1.42 9.686
1471 5.46 1.02 9.28
1472 23.11 0.68 4.52
1473 1.84 0.9 7.364
1474 280.27 1.05 8.284
1475 3.9 0.94 7.393
1476 6.22 0.88 7.215
1477 8.87 1.18 7.962
1478 2.11 0.76 8.395
1479 7.47 0.93 8.018
1480 24.42 0.68 7.526
1481 9.58 1.73 8.883
1482 4.01 0.58 7.173
1483 0.91 1.3 9.532
1484 7.81 2.39 NA
1485 3.08 0.71 7.145
1486 15.08 0.88 7.53
1487 8.17 1.52 7.723
1488 2.61 1.04 8.604
1489 0.87 0.98 8.59
1490 4.57 1.29 9.393
1491 2.35 0.85 7.891
1492 6 0.77 5.874
1493 6.87 1.5 9.727
1494 8.99 0.84 7.244
1495 9.28 0.75 7.067
1496 2.14 1.21 8.902
1497 3.54 1.54 9.53
1498 42.67 0.85 6.541
1499 16.71 0.99 8.413
1500 4.71 0.78 6.09
1501 8.56 0.68 6.464
1502 6.33 3.93 8.976
1503 1.34 0.85 8.181
1504 3.29 1.11 9.985
1505 3.11 13.51 9.731
1506 4.77 1.17 9.298
1507 6.37 0.9 8.841
1508 8.04 1 8.223
1509 3.98 0.84 8.421
1510 0.37 2.82 NA
1511 3.83 6.28 10.414
1512 3.94 2 10.393
1513 4.94 1.29 8.85
1514 0.74 1.99 10.244
1515 11.25 3.76 9.652
1516 8.52 1.23 8.786
1517 9.37 1.23 9.549
1518 3.22 0.99 7.743
1519 0.83 1.39 9.682
1520 5.77 0.79 7.716
1521 0.87 0.99 9.021
1522 1.91 1.92 10.288
1523 8.25 0.91 7.862
1524 3.38 1.49 9.468
1525 1.08 0.91 7.907
1526 7.72 1.4 9.183
1527 4.73 1.36 9.408
1528 2.6 1.48 9.096
1529 4.13 1.1 8.881
1530 4.02 0.82 7.851
1531 48.17 1.73 10.041
1532 -0.29 1.18 9.412
1533 6.68 1.15 9.299
1534 12.22 1.01 9.632
1535 1.56 1.33 9.011
1536 2.45 1.49 9.176
1537 4.25 1.02 8.624
1538 2.45 1.11 9.619
1539 31.24 2.3 NA
1540 14.21 1.07 8.261
1541 1.74 1.13 8.807
1542 5.98 1.33 7.769
1543 4.9 1.73 8.819
1544 11.65 0.97 7.941
1545 33.85 6.89 NA
1546 5.97 1.06 8.458
1547 1.87 1.5 9.52
1548 3.38 0.64 7.436
1549 3.93 0.76 7.281
1550 2.99 1.06 7.672
1551 18.95 0.99 8.198
1552 4.34 0.88 7.674
1553 3.11 0.98 8.339
1554 4.73 1.34 9.165
1555 0.8 0.87 7.974
1556 3.69 0.73 8.061
1557 3.77 0.9 9.239
1558 3.99 0.95 7.839
1559 2.95 0.82 8.074
1560 0.11 1.33 9.694
1561 11.26 0.73 3.688
1562 6.88 1.47 9.407
1563 2.34 0.82 8.347
1564 11.36 1.08 8.048
1565 4.94 1.29 8.9
1566 13.16 1.04 8.554
1567 4.87 1.59 10.438
1568 0.06 1.12 7.911
1569 2.71 0.82 7.636
1570 21.59 0.98 7.083
1571 14.55 0.84 8.816
1572 0.46 1.08 9.114
1573 6.03 0.77 6.484
1574 2.38 1.4 9.17
1575 5.7 1.44 9.758
1576 2.41 1.23 9.575
1577 4.27 0.86 7.391
1578 4.02 0.82 8.541
1579 7.44 1.19 8.402
1580 16.31 0.82 8.031
1581 2.1 1.1 8.419
1582 4.19 0.96 9.126
1583 2.6 0.94 8.399
1584 8.45 1.91 9.735
1585 8.61 0.98 7.055
1586 3.25 1.12 8.953
1587 6.06 1.15 8.728
1588 2.1 1.27 9.759
1589 4.4 1.01 8.704
1590 1.34 0.9 7.916
1591 3.56 1.28 8.368
1592 4.02 0.98 8.201
1593 5.9 0.79 6.718
1594 7.38 0.98 7.729
1595 6.19 0.92 7.577
1596 40.25 0.81 7.042
1597 116.38 0.64 NA
1598 4.09 0.93 6.887
1599 3.71 1.23 8.743
1600 1.65 0.88 6.955
1601 3.69 0.73 6.541
1602 0.71 0.91 7.908
1603 0.53 0.85 8.149
1604 1.94 1.36 9.491
1605 1.23 1.32 9.087
1606 39.31 3.03 NA
1607 2.4 0.97 7.744
1608 2.54 2.07 7.823
1609 8.21 0.91 6.957
1610 8.7 1.25 9.001
1611 14.46 1.29 9.887
1612 0.32 1.41 9.178
1613 2.43 1.47 10.107
1614 3.11 1.79 10.474
1615 19.49 2.83 NA
1616 1.5 0.92 8.593
1617 5.48 1.03 7.701
1618 10.07 1.54 9.412
1619 0.2 1.84 8.914
1620 6.46 1.04 8.272
1621 19.35 0.69 7.944
1622 3.5 1.31 9.082
1623 19.39 1.62 8.597
1624 2.32 1.38 8.97
1625 0.09 1.29 9.352
1626 2.4 1.03 7.797
1627 10.16 0.65 7.695
1628 5.6 0.73 5.86
1629 0.42 1.36 8.918
1630 5.36 1.36 9.717
1631 4.55 0.9 8.545
1632 8.32 0.96 8.202
1633 10.8 1.19 9.21
1634 3.12 1.2 8.971
1635 0.16 1.08 8.862
1636 4.15 0.93 7.142
1637 3.43 0.74 6.529
1638 11.82 0.92 7.617
1639 3.6 0.95 7.932
1640 9.2 1.02 7.073
1641 2.99 1.34 9.814
1642 5.12 0.75 6.819
1643 8.26 0.81 5.535
1644 8.83 2.07 8.144
1645 10.65 0.51 5.494
1646 1.74 1.37 9.695
1647 11.33 0.79 8.787
1648 1.81 1.31 9.204
1649 3.27 0.79 8.446
1650 0.49 0.71 7.059
1651 4.41 1.14 8.193
1652 17.37 1.26 9.198
1653 0.75 1.06 8.534
1654 3.7 0.93 7.548
1655 5.05 0.87 5.996
1656 5.44 1.15 8.85
1657 12.88 2.37 11.168
1658 6.42 0.9 6.801
1659 6.09 1.16 8.947
1660 0.6 1.25 8.796
1661 46.72 20.16 9.32
1662 7.8 0.88 7.747
1663 5.76 0.89 9.627
1664 9.04 1.01 8.23
1665 9.31 0.82 7.18
1666 12.68 1.21 8.432
1667 14 1.32 6.771
1668 5.22 1.22 6.602
1669 0.41 0.87 7.957
1670 10.14 0.86 8.505
1671 13.2 0.99 8.832
1672 31.49 1.51 7.791
1673 2.89 1.07 8.109
1674 7.87 0.91 7.229
1675 3.24 1.82 9.789
1676 3.28 2.09 10.975
1677 11.58 1.4 9.342
1678 6.32 1.72 10.035
1679 1.12 1.17 8.606
1680 0.67 1.2 8.673
1681 10.03 1.16 9.069
1682 12.42 0.93 7.028
1683 9.51 1.28 9.394
1684 20.42 0.73 5.207
1685 18.33 1.49 10.105
1686 9.71 0.8 7.396
1687 1.11 0.86 7.742
1688 1.85 1.48 9.412
1689 12.6 0.96 7.424
1690 43.42 33.05 9.315
1691 5.41 2.4 9.556
1692 0.95 0.89 7.326
1693 5.42 1.72 9.074
1694 55.68 2.02 NA
1695 2.75 1.14 9.17
1696 0.75 1.93 8.432
1697 1.91 1.19 8.772
1698 4.91 1.26 7.168
1699 3.57 1.24 8.772
1700 2.97 1.24 9.42
1701 1.78 2.75 NA
1702 14.99 0.95 7.768
1703 5.36 2.37 9.298
1704 4.68 0.53 6.125
1705 3.07 0.71 7.394
1706 10.5 0.87 5.279
1707 1.21 1.91 8.202
1708 4.79 1.09 8.183
1709 1.2 0.99 8.503
1710 10.65 1.11 8.617
1711 3.67 1.66 10.411
1712 7.25 0.62 7.365
1713 7.15 0.75 6.982
1714 6.44 1.15 8.937
1715 1.87 1.11 9.043
1716 8.57 1.23 8.667
1717 23.22 1.02 9.791
1718 50.1 3.98 NA
1719 10.13 0.96 8.115
1720 4.9 1.03 8.522
1721 19.82 2.27 9.88
1722 5.29 0.84 8.925
1723 5.97 0.63 6.647
1724 1.78 1.09 9.237
1725 1.87 2.05 10.927
1726 4.21 0.84 5.904
1727 7.04 1.3 8.5
1728 8.91 1.34 9.074
1729 3 0.89 7.92
1730 13.41 1.5 7.411
1731 5.59 0.91 8.781
1732 54.91 2.19 NA
1733 1.65 1.1 8.455
1734 16.04 0.88 7.634
1735 4.37 3.65 10.299
1736 0.77 1.36 8.724
1737 3.71 1.19 8.642
1738 3.84 2.04 8.795
1739 3.24 1.15 9.476
1740 13.63 1.25 9.384
1741 -0.37 1.25 8.344
1742 4.63 1.34 9.584
1743 18 1.45 9.514
1744 16.39 1.48 8.998
1745 6.37 2.22 9.506
1746 4.99 0.72 7.783
1747 5.52 1.07 8.415
1748 8.53 1.43 9.621
1749 3.14 0.81 7.959
1750 10.08 1.22 8.792
1751 5.73 2.27 9.262
1752 7.13 1.06 8.482
1753 6.57 0.76 7.134
1754 2.73 0.66 7.761
1755 0.76 1.21 9.703
1756 6.88 1.18 8.93
1757 3.15 1 7.819
1758 9.4 0.88 7.608
1759 6.17 1.24 8.939
1760 3.38 0.89 8.096
1761 0.54 1.36 8.972
1762 2.8 0.71 8.022
1763 2.59 1.1 7.703
1764 11.29 0.78 6.808
1765 6.41 3.7 9.924
1766 44.57 7.12 8.414
1767 2.72 0.75 7.199
1768 4.28 1.48 9.403
1769 20.26 2.65 NA
1770 5.98 0.95 6.389
1771 11.29 0.95 8.628
1772 14.45 1.97 NA
1773 6.47 1.17 9.455
1774 8.39 1.01 9.155
1775 7.4 0.75 7.311
1776 3.96 2.05 9.854
1777 22.53 0.91 8.668
1778 10.8 1.22 9.156
1779 10.08 1.57 9.78
1780 3.69 1.45 10.005
1781 5.62 1.26 9.002
1782 3.7 1.9 10.541
1783 1.37 1.2 9.414
1784 1.93 1.26 9.102
1785 12.19 1.07 8.242
1786 9.93 1.78 9.616
1787 1.54 1.23 8.721
1788 1.44 1 9.807
1789 2.34 1.23 8.345
1790 2.4 1.17 8.086
1791 4.28 1.28 9.552
1792 2.91 0.76 7.259
1793 13.13 0.73 6.786
1794 -0.75 1.29 8.778
1795 8.54 1.23 9.415
1796 1.99 1.26 9.46
1797 7.45 0.89 6.966
1798 5.97 1 8.463
1799 2.55 1.5 9.322
1800 6.22 1.56 10.842
1801 49.05 0.91 6.451
1802 2.26 0.77 7.203
1803 2.24 1.25 8.117
1804 3.87 0.93 9.427
1805 22.93 1.42 9.897
1806 6.07 1.75 10.357
1807 3.88 0.82 6.91
1808 0.78 1.42 9.822
1809 2.07 1.27 9.76
1810 7.2 0.99 7.62
1811 24.68 0.9 7.648
1812 3.62 1.58 9.668
1813 1.78 1.47 9.693
1814 4.86 1.24 8.709
1815 2.06 1.21 10.141
1816 4.1 0.85 7.322
1817 2.53 1.31 9.536
1818 7.02 1.42 9.5
1819 3.23 0.86 6.622
1820 6.04 1.51 9.788
1821 21.66 1.22 7.964
1822 4.12 1.07 8.135
1823 12.25 1.16 8.613
1824 1.62 1.07 8.845
1825 1.52 1.16 9.304
1826 3.56 0.93 7.81
1827 8.35 1 8.44
1828 5.13 0.83 6.548
1829 6.55 1.18 8.415
1830 5.36 1.59 9.973
1831 4.64 1.28 9.542
1832 0.59 1.07 9.003
1833 0.84 0.98 9.206
1834 -1.14 2.01 11.001
1835 44.97 1.15 8.859
1836 5.68 1.9 8.113
1837 3.61 1.12 8.678
1838 3.52 0.83 7.627
1839 16.99 1.53 10.023
1840 47.4 2.63 NA
1841 1.6 1.47 10.172
1842 2 0.87 8.005
1843 9.72 1.25 9.038
1844 16.56 4.3 NA
1845 -0.77 6.01 10.141
1846 7.62 2.69 NA
1847 4.23 0.91 7.015
1848 0.86 0.95 8.398
1849 3.36 1.14 8.421
1850 0.66 0.91 8.126
1851 6.86 1.28 9.112
1852 5.1 0.96 7.228
1853 2.36 1.48 9.888
1854 5 1.92 10.798
1855 3.91 1.48 10.091
1856 5.71 0.92 7.794
1857 4.94 0.91 8.132
1858 50.71 2.72 NA
1859 7.19 1.02 8.09
1860 3.86 0.82 7.728
1861 3.89 1.24 9.228
1862 4.42 1.28 9.393
1863 5.35 1.28 9.339
1864 20.9 1.98 10.838
1865 7.75 1.08 8.168
1866 11.83 1.64 10.081
1867 2.98 1.06 7.778
1868 5.7 1.22 8.625
1869 22.65 1.16 8.782
1870 1.49 3.16 10.603
1871 3.55 0.98 7.879
1872 1.51 1.1 8.719
1873 1.63 0.9 8.237
1874 3.18 0.94 9.301
1875 10.02 1.06 7.692
1876 -0.04 1.5 9.755
1877 3.08 0.92 7.721
1878 1.75 0.93 7.903
1879 8.4 2.28 10.836
1880 8.45 1.29 8.751
1881 2.67 1.59 9.894
1882 10.23 1.18 8.96
1883 23.75 1.79 10.76
1884 1.66 1.23 8.734
1885 12.47 1.3 8.514
1886 5.62 1.15 8.995
1887 1.01 1.07 8.802
1888 5.98 1.06 9.069
1889 9.39 1.19 8.28
1890 18.64 0.69 6.614
1891 19.26 1.23 8.821
1892 4.63 1.1 7.998
1893 -1.94 1.65 10.729
1894 1.07 0.94 8.583
1895 17.09 1.37 9.796
1896 7.11 1.38 9.358
1897 15.9 0.97 7.489
1898 8.14 1.17 7.338
1899 -0.06 6.49 NA
1900 NA NA NA
1901 5.7 1.07 8.756
1902 0.1 0.89 8.285
1903 6.86 0.77 6.713
1904 5.29 1.23 9.186
1905 5.52 1.26 8.975
1906 11.76 1.09 9.114
1907 3.72 0.94 9.386
1908 21.59 2.22 NA
1909 5.58 1.46 10.035
1910 9.46 0.78 7.619
1911 1.08 1.52 9.486
1912 4.04 1.06 7.941
1913 14.6 0.75 8.365
1914 6.46 1.02 8.113
1915 5.6 1.28 9.011
1916 11.01 0.83 7.583
1917 6.12 1.34 9.474
1918 -0.37 7.28 10.342
1919 2.38 0.69 5.564
1920 0.79 1.68 10.743
1921 13.28 0.75 8.518
1922 8.52 1.17 7.851
1923 2.82 0.85 7.569
1924 2.68 0.87 8.634
1925 3.35 2.44 8.543
1926 6.35 1.02 8.136
1927 1.29 0.94 8.537
1928 1.96 1.02 8.372
1929 11.13 1.13 9.077
1930 5.3 0.97 9.227
1931 20.81 1.49 9.603
1932 4.8 0.97 8.218
1933 1.79 1.08 8.504
1934 55.53 1.08 8.028
1935 14.84 0.83 8.911
1936 -1.17 1.53 9.882
1937 6.03 0.79 6.213
1938 4.79 1.42 9.321
1939 1.48 0.99 7.788
1940 6.3 1.03 8.297
1941 3.39 1.23 8.445
